Event	ID	Name			Wwise Object Path	Notes
	100151336	Ambient_Campfire_Stop			\Default Work Unit\Emmiters_Ambient\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Default Work Unit\Emmiters_Ambient\Ambient_Torch	
	746676127	Music_ArcadeMachine_Stop			\Default Work Unit\Emmiters_Ambient\Music_ArcadeMachine_Stop	
	1934835592	Ambient_Waterfall			\Default Work Unit\Emmiters_Ambient\Ambient_Waterfall	
	1999886838	Destruction_Rock_Destroy			\Default Work Unit\Destruction\Destruction_Rock_Destroy	
	2208964750	Ambient_Windmill			\Default Work Unit\Emmiters_Ambient\Ambient_Windmill	
	2258053876	Ambient_River			\Default Work Unit\Emmiters_Ambient\Ambient_River	
	2355650095	Ambient_Crystal_Hum			\Default Work Unit\Emmiters_Ambient\Ambient_Crystal_Hum	
	2379298625	Door_DLCdoor_Open_Stop			\Default Work Unit\Emmiters_Ambient\Door_DLCdoor_Open_Stop	
	2409105241	Music_ArcadeMachine_Play			\Default Work Unit\Emmiters_Ambient\Music_ArcadeMachine_Play	
	2453392179	Player_Footstep			\Default Work Unit\Player_Footstep	
	2541270269	Destruction_VolcanicBoulder_Impact			\Default Work Unit\Destruction\Destruction_VolcanicBoulder_Impact	
	2644063196	Ambient_WaterDrop			\Default Work Unit\Emmiters_Ambient\Ambient_WaterDrop	
	3492604883	Door_TempleDoor_Open_Play			\Default Work Unit\Emmiters_Ambient\Door_TempleDoor_Open_Play	
	3556635307	Door_DLCdoor_Open_Play			\Default Work Unit\Emmiters_Ambient\Door_DLCdoor_Open_Play	
	3664581270	Ambient_Campfire_Play			\Default Work Unit\Emmiters_Ambient\Ambient_Campfire_Play	
	3695342915	Player_WeaponImpact			\Default Work Unit\Player_WeaponImpact	
	3741135221	Music_Region			\Default Work Unit\Music_Region	
	4254124015	Destruction_Container			\Default Work Unit\Destruction\Destruction_Container	
	4275106484	Ambient_Lava			\Default Work Unit\Emmiters_Ambient\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player_MovementSpeed	
	3251833556	Player_Weapon_Type			\Default Work Unit\Player_Weapon_Type	
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_MovementSpeed			
	2108779966	Walk	Player_MovementSpeed			
	490825222	Pickaxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	286660663	Rubble	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	4248645337	Grass	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player_MovementSpeed	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	581758	BAS_Player_Footstep_grass_run_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Grass\BAS_Player_Footstep_grass_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Grass\Player_Footstep_grass_run\BAS_Player_Footstep_grass_run_03		26464
	5031701	BAS_Impact_Dagger_SurfaceType_Dirt	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Dagger_Surface_Type\BAS_Impact_Dagger_SurfaceType_Dirt		41162
	7790876	BAS_Player_Footstep_water_walk_04	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\BAS_Player_Footstep_water_walk_04		45296
	27952309	BAS_Crate_Destroy_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Crate_Destroy\BAS_Crate_Destroy_03_538076B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Crate_Destroy\BAS_Crate_Destroy_Head\BAS_Crate_Destroy_03		43992
	29459423	BAS_WindMillBlade_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_WindMillBlade_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_WindMillBlade\BAS_WindMillBlade_03		352320
	34542725	BAS_Impact_Dagger_SurfaceType_Stone	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Dagger_Surface_Type\BAS_Impact_Dagger_SurfaceType_Stone		25152
	37114684	BAS_Player_Footstep_water_walk_06	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\BAS_Player_Footstep_water_walk_06		47000
	54641769	BAS_Destroy_Rock_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Destroy_Rock\BAS_Destroy_Rock_01_CED0FA44.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Rock_Destroy\BAS_Destroy_Rock_Tail\BAS_Destroy_Rock_01		50000
	75320343	BAS_Player_Footstep_stone_walk_05	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\BAS_Player_Footstep_stone_walk_05		47378
	77242983	BAS_Torch	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_Torch_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_Torch		448492
	81464447	Explosion	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Volcanic Boulder\Explosion_C6DB4755.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\Volcanic\Explosion		476148
	83734014	BAS_WaterDrops_04	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_WaterDrops_04_33581CA6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_WaterDrops\BAS_WaterDrops_Head\BAS_WaterDrops_04		26918
	85269638	BAS_WaterDrops_06	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_WaterDrops_06_9F74EBA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_WaterDrops\BAS_WaterDrops_Tail\BAS_WaterDrops_06		33676
	120165784	BAS_Player_Footstep_water_walk_02	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\BAS_Player_Footstep_water_walk_02		50972
	125834174	BAS_Impact_PickAxe_SurfaceType_Barrel	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_PickAxe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Pickaxe_Surface_Type\BAS_Impact_PickAxe_SurfaceType_Barrel		38898
	126771144	BAS_Impact_Axe_SurfaceType_Stone	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Axe_Surface_Type\BAS_Impact_Axe_SurfaceType_Stone		62410
	127971254	BAS_Player_Footstep_stone_run_05	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\BAS_Player_Footstep_stone_run_05		23238
	136941453	BAS_Player_Footstep_water_run_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\BAS_Player_Footstep_water_run_01		26724
	139058320	BAS_WaterDrops_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_WaterDrops_01_D3855DE6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_WaterDrops\BAS_WaterDrops_Head\BAS_WaterDrops_01		4692
	139727450	BAS_Crate_Destroy_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Crate_Destroy\BAS_Crate_Destroy_01_05C3E945.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Crate_Destroy\BAS_Crate_Destroy_Head\BAS_Crate_Destroy_01		44694
	140743086	BAS_Impact_Pickaxe_SurfaceType_Leaves	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Pickaxe_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Pickaxe_Surface_Type\BAS_Impact_Pickaxe_SurfaceType_Leaves		34472
	152425330	BAS_Player_Footstep_water_run_02	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\BAS_Player_Footstep_water_run_02		25424
	155557176	BAS_Player_Footstep_wood_run_02	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\BAS_Player_Footstep_wood_run_02		25424
	160656459	BAS_Player_Footstep_stone_run_06	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\BAS_Player_Footstep_stone_run_06		25896
	163649114	BAS_Player_Footstep_wood_run_05	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\BAS_Player_Footstep_wood_run_05		23238
	165141849	BAS_WaterDrops_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_WaterDrops_03_074DA32E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_WaterDrops\BAS_WaterDrops_Tail\BAS_WaterDrops_03		29722
	165435838	BAS_Player_Footstep_wood_run_04	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\BAS_Player_Footstep_wood_run_04		26088
	178163385	BAS_Impact_Axe_SurfaceType_Barrel	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Axe_Surface_Type\BAS_Impact_Axe_SurfaceType_Barrel		107610
	185295178	BAS_Impact_Hammer_SurfaceType_Grass	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Hammer_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Hammer_Surface_Type\BAS_Impact_Hammer_SurfaceType_Grass		119872
	187627449	BAS_Crate_Destroy_04	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Crate_Destroy\BAS_Crate_Destroy_04_2976BCC2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Crate_Destroy\BAS_Crate_Destroy_Head\BAS_Crate_Destroy_04		42058
	188122463	BAS_Player_Footstep_stone_walk_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\BAS_Player_Footstep_stone_walk_03		48038
	197223824	BAS_Crystal_Ringing	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_Crystal_Ringing_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_Crystal_Ringing		2469744
	221078995	BAS_Player_Footstep_rubble_run_06	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_rubble_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Rubble\Player_Footstep_rubble_run\BAS_Player_Footstep_rubble_run_06		25896
	225928218	BAS_Player_Footstep_sand_run_02	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_sand_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\BAS_Player_Footstep_sand_run_02		26926
	242778460	BAS_Destroy_Rock_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Destroy_Rock\BAS_Destroy_Rock_03_8664EA75.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Rock_Destroy\BAS_Destroy_Rock_Head\BAS_Destroy_Rock_03		27162
	243109053	BAS_Impact_Hammer_SurfaceType_Stone	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Hammer_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Hammer_Surface_Type\BAS_Impact_Hammer_SurfaceType_Stone		144808
	244070725	BAS_Player_Footstep_stone_run_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\BAS_Player_Footstep_stone_run_03		26464
	265110934	BAS_Impact_Sword_SurfaceType_Barrel	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Sword_Surface_Type\BAS_Impact_Sword_SurfaceType_Barrel		91692
	265650438	BAS_Impact_PickAxe_SurfaceType_Stone	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_PickAxe_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Pickaxe_Surface_Type\BAS_Impact_PickAxe_SurfaceType_Stone		56512
	268113298	BAS_Impact_Hammer_SurfaceType_Dirt	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Hammer_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Hammer_Surface_Type\BAS_Impact_Hammer_SurfaceType_Dirt		40188
	279951776	BAS_Impact_Axe_SurfaceType_Grass	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Axe_Surface_Type\BAS_Impact_Axe_SurfaceType_Grass		116800
	299917059	BAS_Water_River	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\Ambient_Emitters\BAS_Water_River_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_Water_River		3072144
	300760268	BAS_Impact_Dagger_SurfaceType_Wood	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Wood_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Dagger_Surface_Type\BAS_Impact_Dagger_SurfaceType_Wood		42202
	303091305	BAS_Impact_PickAxe_SurfaceType_Crate	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_PickAxe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Pickaxe_Surface_Type\BAS_Impact_PickAxe_SurfaceType_Crate		34914
	305562487	BAS_Player_Footstep_dirt_run_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_dirt_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\BAS_Player_Footstep_dirt_run_03		26464
	306269389	BAS_Player_Footstep_sand_walk_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_sand_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\BAS_Player_Footstep_sand_walk_03		36168
	313053535	BAS_Player_Footstep_stone_walk_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\BAS_Player_Footstep_stone_walk_01		47188
	332551435	BAS_Crate_Destroy_01	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Crate_Destroy\BAS_Crate_Destroy_01_32C9F778.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\BAS_Crate_Destroy\BAS_Crate_Destroy_Tail\BAS_Crate_Destroy_01		56236
	332900282	BAS_Impact_Dagger_SurfaceType_Barrel	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impact_Weapon_Type\Player_Weapon_Type\Impact_Dagger_Surface_Type\BAS_Impact_Dagger_SurfaceType_Barrel		73384
	334265687	BAS_Player_Footstep_water_run_03	C:\Users\User\Documents\GitHub\WWisePractica_DaniSalvaJusto\WWise sonorisation\.cache\Windows\SFX\BAS_Player_Footstep_water_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\BAS_Player_Footstep_water_run_03		26464
